Ensembl,D1,D2,D3,D4
ENSG00000222500,0,0,0,0
ENSG00000222501,0,0,0,0
ENSG00000222503,0,0,0,0
ENSG00000222506,0,0,0,0
ENSG00000222509,0,0,0,0
ENSG00000222511,0,0,0,0
ENSG00000222514,0,0,0,0
ENSG00000222515,0,0,0,0
ENSG00000222520,0,0,0,0
ENSG00000222522,0,0,0,0
ENSG00000222524,0,0,0,0
ENSG00000222529,0,0,0,0
ENSG00000222532,0,0,0,0
ENSG00000222533,0,0,0,0
ENSG00000222536,0,0,0,0
ENSG00000222543,0,0,0,0
ENSG00000222544,0,0,0,0
ENSG00000222546,0,0,0,0
ENSG00000222552,0,0,0,0
ENSG00000222558,0,0,0,0
ENSG00000222560,0,0,0,0
ENSG00000222561,0,0,0,0
ENSG00000222574,0,0,0,0
ENSG00000222578,0,0,0,0
ENSG00000222579,0,0,0,0
ENSG00000222581,0,0,0,0
ENSG00000222582,0,0,0,0
ENSG00000222583,0,0,0,0
ENSG00000222585,0,0,0,0
ENSG00000222588,0,2,0,0
ENSG00000222589,0,0,0,0
ENSG00000222592,0,0,0,0
ENSG00000222594,0,0,0,0
ENSG00000222598,0,0,0,0
ENSG00000222601,0,0,0,0
ENSG00000222604,0,0,0,0
ENSG00000222607,0,0,0,0
ENSG00000222608,0,0,0,0
ENSG00000222609,0,0,0,0
ENSG00000222610,0,0,0,0
ENSG00000222612,0,0,0,0
ENSG00000222613,0,0,0,0
ENSG00000222614,0,0,0,0
ENSG00000222616,0,0,0,0
ENSG00000222617,0,0,0,0
ENSG00000222623,0,0,0,0
ENSG00000222624,0,0,0,0
ENSG00000222626,7,7,7,7
ENSG00000222627,0,0,0,0
ENSG00000222629,0,0,0,0
ENSG00000222630,0,0,0,0
ENSG00000222635,0,0,0,0
ENSG00000222636,0,0,0,0
ENSG00000222640,0,0,0,0
ENSG00000222644,0,0,0,0
ENSG00000222649,0,0,0,0
ENSG00000222650,2,1,3,0
ENSG00000222652,0,0,0,0
ENSG00000222658,0,0,0,0
ENSG00000222659,0,0,0,0
ENSG00000222663,0,0,0,0
ENSG00000222664,0,0,0,0
ENSG00000222666,0,0,0,0
ENSG00000222667,0,0,0,0
ENSG00000222675,0,0,0,0
ENSG00000222678,0,0,0,0
ENSG00000222679,0,0,0,0
ENSG00000222682,0,0,0,0
ENSG00000222685,0,0,0,0
ENSG00000222686,0,0,0,0
ENSG00000222691,0,0,0,0
ENSG00000222693,0,0,0,0
ENSG00000222698,0,0,0,0
ENSG00000222701,0,0,0,0
ENSG00000222704,0,0,0,0
ENSG00000222705,0,0,0,0
ENSG00000222706,0,0,0,0
ENSG00000222713,0,0,0,0
ENSG00000222714,0,0,1,1
ENSG00000222715,0,0,0,0
ENSG00000222721,0,0,0,0
ENSG00000222724,414,145,418,210
ENSG00000222726,0,0,0,0
ENSG00000222727,0,0,0,0
ENSG00000222733,0,0,0,0
ENSG00000222736,5,1,2,2
ENSG00000222740,0,0,0,0
ENSG00000222741,0,0,0,0
ENSG00000222743,0,0,0,0
ENSG00000222744,1,2,4,0
ENSG00000222747,0,0,0,0
ENSG00000222750,0,0,0,0
ENSG00000222755,0,0,0,0
ENSG00000222760,0,0,0,0
ENSG00000222761,0,0,0,0
ENSG00000222764,0,0,0,0
ENSG00000222765,0,0,0,0
ENSG00000222767,0,0,0,0
ENSG00000222774,0,0,0,0
ENSG00000222777,0,0,0,0
ENSG00000222778,0,0,0,0
ENSG00000222783,0,0,0,0
ENSG00000222784,7,0,3,0
ENSG00000222788,0,0,0,0
ENSG00000222790,0,0,0,0
ENSG00000222791,0,0,0,0
ENSG00000222792,0,0,0,0
ENSG00000222795,0,0,0,0
ENSG00000222796,0,0,0,0
ENSG00000222800,0,0,0,0
ENSG00000222806,1,0,1,0
ENSG00000222808,0,0,0,0
ENSG00000222810,0,0,0,4
ENSG00000222821,0,0,0,0
ENSG00000222826,0,0,0,0
ENSG00000222831,0,0,0,0
ENSG00000222832,0,0,0,0
ENSG00000222835,0,0,0,0
ENSG00000222838,0,0,0,0
ENSG00000222842,0,0,0,0
ENSG00000222844,0,0,0,0
ENSG00000222845,0,0,0,0
ENSG00000222849,0,0,0,0
ENSG00000222852,0,0,0,0
ENSG00000222854,0,0,0,0
ENSG00000222858,0,0,0,0
ENSG00000222859,0,0,0,0
ENSG00000222862,0,0,0,0
ENSG00000222869,0,0,0,0
ENSG00000222870,0,0,0,0
ENSG00000222872,0,0,0,0
ENSG00000222874,0,0,0,0
ENSG00000222880,0,0,0,0
ENSG00000222881,0,0,0,0
ENSG00000222883,0,0,0,0
ENSG00000222889,0,0,0,0
ENSG00000222890,0,0,0,0
ENSG00000222895,0,0,0,0
ENSG00000222898,1,0,3,0
ENSG00000222909,0,0,0,0
ENSG00000222915,0,0,0,0
ENSG00000222920,0,0,0,0
ENSG00000222921,2,0,0,0
ENSG00000222922,0,0,0,0
ENSG00000222923,0,0,0,0
ENSG00000222924,0,0,0,0
ENSG00000222931,0,0,0,0
ENSG00000222932,0,0,0,0
ENSG00000222934,0,0,0,0
ENSG00000222937,0,0,0,0
ENSG00000222940,0,0,0,0
ENSG00000222941,0,0,0,0
ENSG00000222942,0,0,0,3
ENSG00000222950,0,0,0,0
ENSG00000222952,0,0,0,0
ENSG00000222955,0,0,0,0
ENSG00000222958,0,0,0,0
ENSG00000222960,0,0,0,0
ENSG00000222966,0,0,0,0
ENSG00000222969,5,2,2,0
ENSG00000222971,0,0,0,0
ENSG00000222972,0,0,0,0
ENSG00000222973,0,0,0,0
ENSG00000222974,1,0,4,1
ENSG00000222976,0,0,0,0
ENSG00000222979,0,0,0,0
ENSG00000222982,0,0,0,0
ENSG00000222983,0,0,0,0
ENSG00000222985,0,1,1,0
ENSG00000222986,0,0,0,0
ENSG00000222987,0,0,0,0
ENSG00000222990,0,0,0,0
ENSG00000222997,0,0,0,0
ENSG00000222998,0,0,0,0
ENSG00000223001,3,1,1,170
ENSG00000223003,0,0,0,0
ENSG00000223004,0,0,0,0
ENSG00000223006,1,0,0,0
ENSG00000223007,0,0,0,0
ENSG00000223012,3,4,12,17
ENSG00000223013,0,0,0,0
ENSG00000223015,0,0,0,0
ENSG00000223019,0,0,0,0
ENSG00000223023,0,0,0,0
ENSG00000223024,0,0,0,0
ENSG00000223026,0,0,0,0
ENSG00000223027,0,0,0,0
ENSG00000223037,0,0,0,0
ENSG00000223039,0,0,0,0
ENSG00000223040,0,0,0,0
ENSG00000223042,0,0,0,0
ENSG00000223044,0,0,0,0
ENSG00000223046,0,0,0,0
ENSG00000223047,0,0,0,0
ENSG00000223056,0,0,0,0
ENSG00000223060,0,0,0,0
ENSG00000223062,0,0,0,0
ENSG00000223064,0,0,0,0
ENSG00000223075,3,0,4,1
ENSG00000223076,0,0,0,0
ENSG00000223078,0,0,0,0
ENSG00000223080,0,0,0,0
ENSG00000223086,2,0,0,0
ENSG00000223087,0,0,0,0
ENSG00000223088,0,0,0,0
ENSG00000223092,0,0,0,0
ENSG00000223096,0,0,0,0
ENSG00000223107,0,0,0,0
ENSG00000223109,0,0,0,0
ENSG00000223111,31,11,36,13
ENSG00000223113,0,0,0,0
ENSG00000223117,6,5,3,3
ENSG00000223118,2,0,2,0
ENSG00000223120,0,0,0,0
ENSG00000223125,0,0,0,0
ENSG00000223126,0,0,0,0
ENSG00000223128,0,0,0,0
ENSG00000223131,0,1,0,0
ENSG00000223136,1,0,0,0
ENSG00000223138,0,0,0,0
ENSG00000223142,2,0,0,0
ENSG00000223145,0,0,0,0
ENSG00000223152,0,0,0,0
ENSG00000223156,0,0,0,0
ENSG00000223158,0,0,0,0
ENSG00000223162,0,0,0,0
ENSG00000223168,0,0,0,0
ENSG00000223169,0,0,0,0
ENSG00000223174,0,0,0,0
ENSG00000223175,0,0,0,0
ENSG00000223177,0,0,0,0
ENSG00000223179,0,0,0,0
ENSG00000223181,0,0,0,0
ENSG00000223188,0,0,0,0
ENSG00000223189,0,0,0,0
ENSG00000223190,0,0,0,0
ENSG00000223191,0,0,0,0
ENSG00000223197,0,0,0,0
ENSG00000223198,0,0,0,3
ENSG00000223202,0,0,0,0
ENSG00000223203,0,0,0,0
ENSG00000223208,0,0,0,0
ENSG00000223212,0,0,0,0
ENSG00000223215,0,0,0,0
ENSG00000223217,0,0,0,0
ENSG00000223220,0,0,0,0
ENSG00000223223,0,0,0,0
ENSG00000223224,26,4,40,36
ENSG00000223225,0,0,0,0
ENSG00000223229,0,0,0,0
ENSG00000223238,0,0,0,0
ENSG00000223245,0,0,0,0
ENSG00000223247,794,323,646,1368
ENSG00000223254,0,0,0,0
ENSG00000223256,0,0,0,0
ENSG00000223258,0,0,0,0
ENSG00000223259,0,0,0,0
ENSG00000223260,0,0,0,0
ENSG00000223262,0,0,2,0
ENSG00000223263,0,0,0,0
ENSG00000223265,0,0,0,0
ENSG00000223269,0,0,0,0
ENSG00000223271,0,0,0,0
ENSG00000223273,0,0,0,0
ENSG00000223274,0,0,0,0
ENSG00000223280,0,0,0,0
ENSG00000223281,0,0,0,0
ENSG00000223282,0,0,0,2
ENSG00000223284,0,0,0,0
ENSG00000223287,0,0,0,0
ENSG00000223290,0,0,0,0
ENSG00000223293,0,0,0,0
ENSG00000223294,0,0,0,0
ENSG00000223298,0,0,0,0
ENSG00000223299,2,1,0,2
ENSG00000223300,0,0,0,0
ENSG00000223302,0,0,0,0
ENSG00000223305,3,6,15,6
ENSG00000223306,0,0,0,0
ENSG00000223308,0,0,0,0
ENSG00000223309,0,0,0,0
ENSG00000223313,0,0,0,0
ENSG00000223315,0,0,0,0
ENSG00000223318,0,0,0,0
ENSG00000223321,0,0,0,0
ENSG00000223324,1,1,3,1
ENSG00000223327,0,0,0,0
ENSG00000223330,0,0,0,0
ENSG00000223335,0,0,0,0
ENSG00000223336,124,47,73,78
ENSG00000223341,0,0,0,0
ENSG00000223342,0,0,0,0
ENSG00000223343,22,13,5,17
ENSG00000223344,0,0,0,0
ENSG00000223345,112,17,44,101
ENSG00000223349,0,0,0,0
ENSG00000223350,0,0,0,0
ENSG00000223351,0,0,0,0
ENSG00000223353,0,0,0,0
ENSG00000223356,7,4,16,26
ENSG00000223358,0,0,0,0
ENSG00000223360,0,0,0,0
ENSG00000223361,252,191,191,283
ENSG00000223362,0,0,0,0
ENSG00000223368,0,0,0,0
ENSG00000223373,0,0,0,0
ENSG00000223374,0,0,1,0
ENSG00000223375,0,0,0,0
ENSG00000223377,0,0,0,0
ENSG00000223379,0,0,0,0
ENSG00000223381,0,0,0,0
ENSG00000223382,0,0,0,0
ENSG00000223383,0,0,0,0
ENSG00000223387,1,0,15,22
ENSG00000223389,0,0,0,0
ENSG00000223390,10,0,2,4
ENSG00000223391,0,0,0,0
ENSG00000223392,0,0,0,0
ENSG00000223393,0,0,0,0
ENSG00000223394,0,1,0,0
ENSG00000223395,0,0,0,0
ENSG00000223396,1109,135,588,1018
ENSG00000223398,0,0,0,0
ENSG00000223400,0,0,0,0
ENSG00000223402,0,0,0,0
ENSG00000223403,0,0,0,0
ENSG00000223404,0,0,0,0
ENSG00000223406,0,0,0,0
ENSG00000223407,0,0,0,0
ENSG00000223409,0,0,0,0
ENSG00000223410,0,0,0,0
ENSG00000223416,39,79,107,389
ENSG00000223417,0,0,0,0
ENSG00000223418,0,0,0,0
ENSG00000223419,0,0,0,0
ENSG00000223421,0,0,0,0
ENSG00000223422,0,0,0,0
ENSG00000223427,3,17,11,9
ENSG00000223428,0,0,0,0
ENSG00000223429,0,0,0,0
ENSG00000223430,0,0,0,0
ENSG00000223431,0,0,0,0
ENSG00000223432,0,0,0,0
ENSG00000223433,0,0,0,0
ENSG00000223436,0,0,0,0
ENSG00000223437,0,0,0,0
ENSG00000223438,0,0,0,0
ENSG00000223440,0,0,0,0
ENSG00000223442,0,0,0,0
ENSG00000223443,0,0,0,0
ENSG00000223445,0,0,0,0
ENSG00000223446,2,4,4,7
ENSG00000223450,0,0,0,0
ENSG00000223452,0,0,0,0
ENSG00000223455,0,0,0,0
ENSG00000223457,0,0,0,0
ENSG00000223458,0,0,0,0
ENSG00000223459,51,54,57,62
ENSG00000223460,0,0,0,3
ENSG00000223461,2,5,6,0
ENSG00000223462,0,0,0,0
ENSG00000223466,21,23,19,45
ENSG00000223467,1,1,0,0
ENSG00000223469,0,0,0,0
ENSG00000223470,0,0,0,0
ENSG00000223475,0,3,0,0
ENSG00000223476,7,4,4,12
ENSG00000223478,231,175,324,160
ENSG00000223479,0,0,0,0
ENSG00000223482,437,357,400,639
ENSG00000223484,0,0,0,0
ENSG00000223485,0,0,0,0
ENSG00000223486,0,0,0,0
ENSG00000223487,0,0,0,0
ENSG00000223488,0,0,0,0
ENSG00000223489,0,0,1,1
ENSG00000223490,0,0,0,0
ENSG00000223492,0,0,0,0
ENSG00000223495,0,0,0,0
ENSG00000223496,3096,3158,5265,3905
ENSG00000223497,0,0,0,0
ENSG00000223498,0,0,0,0
ENSG00000223500,2,0,4,6
ENSG00000223501,0,0,0,0
ENSG00000223502,0,0,0,0
ENSG00000223503,0,0,0,0
ENSG00000223504,0,0,0,0
ENSG00000223505,0,0,0,0
ENSG00000223506,0,0,0,0
ENSG00000223508,57,42,78,85
ENSG00000223509,1217,684,863,1278
ENSG00000223510,0,0,0,0
ENSG00000223511,1,0,0,0
ENSG00000223513,0,0,0,0
ENSG00000223514,0,0,0,0
ENSG00000223516,0,6,0,0
ENSG00000223517,0,0,0,0
ENSG00000223518,0,0,0,0
ENSG00000223519,0,0,0,0
ENSG00000223522,0,0,0,0
ENSG00000223523,0,0,2,0
ENSG00000223525,15,8,18,9
ENSG00000223528,0,0,0,0
ENSG00000223529,668,382,171,679
ENSG00000223530,0,0,0,0
ENSG00000223534,0,0,0,0
ENSG00000223536,0,0,0,0
ENSG00000223537,0,0,0,0
ENSG00000223538,0,0,0,0
ENSG00000223539,0,0,0,0
ENSG00000223540,18,1,9,26
ENSG00000223542,0,0,0,0
ENSG00000223543,0,0,0,0
ENSG00000223544,0,0,0,0
ENSG00000223546,185,174,258,260
ENSG00000223547,1433,1702,2588,2613
ENSG00000223548,0,0,0,0
ENSG00000223549,0,0,0,0
ENSG00000223550,0,0,0,0
ENSG00000223551,83,64,143,105
ENSG00000223552,0,0,1,0
ENSG00000223553,0,0,0,0
ENSG00000223554,0,0,0,0
ENSG00000223555,0,0,0,0
ENSG00000223558,0,0,0,0
ENSG00000223559,31,40,67,45
ENSG00000223561,1,0,0,0
ENSG00000223563,0,0,0,0
ENSG00000223564,0,0,0,0
ENSG00000223565,0,0,0,0
ENSG00000223566,0,0,0,0
ENSG00000223568,7,0,0,0
ENSG00000223569,0,0,0,0
ENSG00000223570,0,0,0,0
ENSG00000223571,0,0,0,0
ENSG00000223572,0,0,0,0
ENSG00000223573,22,10,30,43
ENSG00000223574,0,0,0,0
ENSG00000223575,13,27,9,31
ENSG00000223576,0,0,0,0
ENSG00000223581,0,0,0,0
ENSG00000223583,0,13,5,10
ENSG00000223584,0,0,0,0
ENSG00000223586,0,0,0,0
ENSG00000223587,0,0,0,0
ENSG00000223589,0,0,0,0
ENSG00000223591,0,0,0,0
ENSG00000223592,0,0,0,0
ENSG00000223593,0,0,0,0
ENSG00000223595,0,0,0,0
ENSG00000223597,0,0,0,0
ENSG00000223598,0,0,0,0
ENSG00000223599,0,1,0,0
ENSG00000223600,0,0,0,0
ENSG00000223601,0,0,0,0
ENSG00000223602,0,0,0,0
ENSG00000223603,0,0,0,0
ENSG00000223604,0,0,0,0
ENSG00000223605,0,0,0,0
ENSG00000223608,0,0,0,0
ENSG00000223609,0,0,0,0
ENSG00000223611,0,0,0,0
ENSG00000223612,21,13,22,34
ENSG00000223614,0,0,0,0
ENSG00000223615,0,0,0,0
ENSG00000223617,0,0,0,0
ENSG00000223619,0,0,0,0
ENSG00000223620,0,1,4,0
ENSG00000223621,10,8,18,16
ENSG00000223622,0,0,0,0
ENSG00000223623,0,0,2,0
ENSG00000223624,0,0,0,0
ENSG00000223625,0,0,0,0
ENSG00000223626,0,0,0,0
ENSG00000223628,0,0,0,0
ENSG00000223629,0,0,0,0
ENSG00000223631,0,0,0,0
ENSG00000223634,0,0,0,0
ENSG00000223635,4,0,11,6
ENSG00000223636,0,0,0,0
ENSG00000223637,0,0,0,0
ENSG00000223638,0,0,0,0
ENSG00000223640,0,0,0,0
ENSG00000223641,0,0,0,0
ENSG00000223642,0,0,0,0
ENSG00000223643,0,0,0,0
ENSG00000223646,0,0,0,0
ENSG00000223647,0,0,0,0
ENSG00000223648,0,0,0,0
ENSG00000223649,0,0,0,0
ENSG00000223650,16,13,8,15
ENSG00000223651,0,0,0,0
ENSG00000223652,0,0,0,0
ENSG00000223653,0,0,0,0
ENSG00000223655,0,0,0,0
ENSG00000223656,0,0,0,0
ENSG00000223657,0,0,0,0
ENSG00000223658,0,0,0,1
ENSG00000223660,0,0,0,0
ENSG00000223662,0,0,5,0
ENSG00000223663,0,0,0,0
ENSG00000223665,0,0,0,0
ENSG00000223668,52,32,70,60
ENSG00000223669,2,1,3,9
ENSG00000223671,0,0,0,0
ENSG00000223672,0,0,0,0
ENSG00000223675,0,0,0,0
ENSG00000223676,5,0,1,5
ENSG00000223677,0,0,0,0
ENSG00000223678,0,0,0,0
ENSG00000223679,0,0,0,0
ENSG00000223683,0,0,0,0
ENSG00000223684,0,0,0,0
ENSG00000223685,0,0,1,0
ENSG00000223688,0,0,0,0
ENSG00000223691,0,0,0,0
ENSG00000223692,11,0,24,15
ENSG00000223694,0,0,0,0
ENSG00000223695,0,0,0,0
ENSG00000223697,0,0,0,0
ENSG00000223698,0,0,0,0
ENSG00000223701,0,0,0,0
ENSG00000223702,0,0,0,0
ENSG00000223703,0,0,0,0
ENSG00000223704,203,159,273,481
ENSG00000223705,708,484,938,903
ENSG00000223707,0,0,0,4
ENSG00000223709,0,0,0,0
ENSG00000223710,0,0,0,0
ENSG00000223711,51,47,139,110
ENSG00000223714,0,0,0,0
ENSG00000223715,0,0,0,0
ENSG00000223716,0,0,0,0
ENSG00000223717,0,0,0,0
ENSG00000223718,0,0,2,0
ENSG00000223719,0,0,0,0
ENSG00000223720,0,0,0,0
ENSG00000223721,0,0,0,0
ENSG00000223722,0,0,0,0
ENSG00000223723,8,8,17,9
ENSG00000223724,1,0,0,0
ENSG00000223725,15,9,23,20
ENSG00000223726,0,0,0,0
ENSG00000223727,3,0,0,2
ENSG00000223728,0,0,0,0
ENSG00000223729,0,0,0,0
ENSG00000223730,0,0,0,0
ENSG00000223731,0,0,0,0
ENSG00000223732,0,0,0,0
ENSG00000223733,0,0,0,0
ENSG00000223734,2,1,19,17
ENSG00000223735,2,0,0,0
ENSG00000223738,0,0,1,0
ENSG00000223739,0,0,0,0
ENSG00000223740,0,0,0,0
ENSG00000223741,0,0,0,0
ENSG00000223742,0,0,0,0
ENSG00000223744,0,0,0,0
ENSG00000223745,987,1242,1964,2881
ENSG00000223746,0,0,0,0
ENSG00000223749,0,0,2,0
ENSG00000223750,4,0,0,0
ENSG00000223751,0,0,0,0
ENSG00000223753,0,0,0,0
ENSG00000223754,0,0,0,3
ENSG00000223756,1,0,0,0
ENSG00000223760,0,0,0,0
ENSG00000223761,0,0,0,0
ENSG00000223764,0,0,1,0
ENSG00000223765,0,0,0,0
ENSG00000223768,485,509,756,997
ENSG00000223770,0,0,0,0
ENSG00000223772,0,0,0,0
ENSG00000223773,0,0,0,0
ENSG00000223774,0,0,0,0
ENSG00000223776,31,41,98,48
ENSG00000223777,0,0,0,0
ENSG00000223779,2,108,1,68
ENSG00000223782,0,0,0,0
ENSG00000223783,0,0,0,0
ENSG00000223784,0,0,0,0
ENSG00000223786,0,0,0,0
ENSG00000223787,2,7,0,0
ENSG00000223788,0,0,0,0
ENSG00000223791,0,0,1,2
ENSG00000223794,0,0,0,0
ENSG00000223795,0,0,0,0
ENSG00000223797,52,75,113,130
ENSG00000223799,6,3,6,15
ENSG00000223800,0,0,0,0
ENSG00000223802,0,0,1,0
ENSG00000223803,3379,4012,5718,5259
ENSG00000223804,20,39,86,45
ENSG00000223806,0,0,3,5
ENSG00000223807,0,0,0,0
ENSG00000223808,0,0,0,0
ENSG00000223809,0,0,0,0
ENSG00000223810,0,0,0,0
ENSG00000223811,0,0,0,0
ENSG00000223812,0,0,0,0
ENSG00000223813,0,0,0,0
ENSG00000223814,0,0,0,0
ENSG00000223815,0,0,0,0
ENSG00000223816,0,0,0,0
ENSG00000223817,0,0,0,0
ENSG00000223819,0,0,0,0
ENSG00000223820,47,59,63,75
ENSG00000223821,0,4,4,0
ENSG00000223822,3,1,3,4
ENSG00000223823,0,0,0,0
ENSG00000223824,0,0,0,0
ENSG00000223825,3,8,11,23
ENSG00000223826,0,0,0,0
ENSG00000223828,0,0,0,0
ENSG00000223829,0,0,0,0
ENSG00000223831,0,0,0,0
ENSG00000223834,0,0,0,0
ENSG00000223836,0,0,0,0
ENSG00000223837,0,0,3,0
ENSG00000223838,0,0,0,0
ENSG00000223839,3,1,0,1
ENSG00000223841,0,0,0,0
ENSG00000223842,0,0,0,0
ENSG00000223843,0,0,0,0
ENSG00000223845,0,0,0,0
ENSG00000223847,0,0,0,0
ENSG00000223849,0,0,0,0
ENSG00000223850,0,0,0,0
ENSG00000223855,0,3,6,0
ENSG00000223856,0,0,0,0
ENSG00000223859,0,0,0,0
ENSG00000223861,252,98,86,203
ENSG00000223863,0,0,0,0
ENSG00000223864,93,81,80,40
ENSG00000223865,0,4,0,0
ENSG00000223866,0,0,0,0
ENSG00000223867,0,0,0,0
ENSG00000223869,0,0,0,0
ENSG00000223870,0,0,0,0
ENSG00000223872,0,0,0,5
ENSG00000223873,47,43,98,63
ENSG00000223874,0,0,0,0
ENSG00000223875,0,0,0,0
ENSG00000223876,0,0,0,0
ENSG00000223877,0,0,0,0
ENSG00000223878,0,0,0,0
ENSG00000223880,0,0,0,0
ENSG00000223881,0,0,0,0
ENSG00000223882,0,0,0,0
ENSG00000223883,0,0,0,0
ENSG00000223884,0,0,0,0
ENSG00000223885,0,0,0,0
ENSG00000223886,1,4,2,1
ENSG00000223889,0,0,0,0
ENSG00000223890,0,0,0,0
ENSG00000223891,338,368,668,597
ENSG00000223893,0,0,0,0
ENSG00000223896,0,0,0,0
ENSG00000223897,0,0,0,0
ENSG00000223899,0,0,3,0
ENSG00000223901,0,0,0,0
ENSG00000223903,0,0,0,0
ENSG00000223904,0,0,0,0
ENSG00000223905,0,0,0,0
ENSG00000223906,0,0,0,0
ENSG00000223908,4,0,1,1
ENSG00000223910,0,0,0,0
ENSG00000223911,0,0,0,0
ENSG00000223912,0,0,0,1
ENSG00000223914,0,0,0,0
ENSG00000223915,0,0,0,0
ENSG00000223916,4,0,5,0
ENSG00000223917,0,0,0,0
ENSG00000223918,0,0,0,0
ENSG00000223920,0,0,0,0
ENSG00000223921,0,0,0,0
ENSG00000223922,4,4,17,17
ENSG00000223923,0,0,0,0
ENSG00000223928,0,0,4,3
ENSG00000223930,0,0,0,0
ENSG00000223931,0,0,0,0
ENSG00000223935,0,0,0,0
ENSG00000223940,0,0,0,0
ENSG00000223941,0,0,0,0
ENSG00000223942,0,0,0,0
ENSG00000223944,0,0,0,0
ENSG00000223945,0,0,0,0
ENSG00000223946,0,0,0,0
ENSG00000223947,29,38,77,57
ENSG00000223948,0,0,0,0
ENSG00000223949,0,0,0,0
ENSG00000223951,0,0,0,0
ENSG00000223953,0,0,0,0
ENSG00000223955,0,0,0,0
ENSG00000223956,0,0,0,0
ENSG00000223958,0,0,0,0
ENSG00000223959,518,457,873,1045
ENSG00000223960,244,220,323,248
ENSG00000223962,0,0,0,0
ENSG00000223963,0,0,0,0
ENSG00000223965,0,0,0,0
ENSG00000223966,0,0,0,0
ENSG00000223967,0,0,0,0
ENSG00000223968,0,0,0,0
ENSG00000223969,0,0,0,0
ENSG00000223970,0,0,0,0
ENSG00000223972,0,0,0,0
ENSG00000223973,15,9,29,39
ENSG00000223974,0,0,0,0
ENSG00000223975,0,0,0,0
ENSG00000223976,0,0,0,0
ENSG00000223977,2,0,3,0
ENSG00000223978,0,0,0,0
ENSG00000223979,0,0,0,2
ENSG00000223982,0,0,0,0
ENSG00000223984,48,81,151,152
ENSG00000223985,0,0,0,0
ENSG00000223986,0,0,0,0
ENSG00000223987,0,0,1,1
ENSG00000223989,0,0,0,0
ENSG00000223991,0,0,1,2
ENSG00000223993,0,0,0,0
ENSG00000223995,0,0,0,0
ENSG00000223997,0,0,0,0
ENSG00000223999,0,0,0,0
ENSG00000224000,0,0,2,0
ENSG00000224001,0,0,0,0
ENSG00000224003,2,4,14,9
ENSG00000224004,45,28,24,31
ENSG00000224007,0,0,0,0
ENSG00000224008,0,0,0,0
ENSG00000224011,15,5,12,5
ENSG00000224012,0,0,0,0
ENSG00000224014,0,0,1,0
ENSG00000224015,0,0,0,0
ENSG00000224016,0,1,1,2
ENSG00000224017,0,0,0,0
ENSG00000224018,0,0,0,0
ENSG00000224019,6,3,7,14
ENSG00000224020,10,13,24,11
ENSG00000224023,0,2,21,27
ENSG00000224025,0,0,0,0
ENSG00000224027,0,0,0,0
ENSG00000224028,0,0,0,0
ENSG00000224029,2,3,2,2
ENSG00000224031,0,0,0,0
ENSG00000224032,3076,2561,3946,3700
ENSG00000224033,0,0,0,0
ENSG00000224034,25,6,53,47
ENSG00000224035,0,0,0,0
ENSG00000224038,0,0,0,0
ENSG00000224039,0,0,0,0
ENSG00000224040,15,14,21,44
ENSG00000224041,0,0,0,0
ENSG00000224042,0,0,0,0
ENSG00000224043,72,89,108,59
ENSG00000224045,0,0,0,0
ENSG00000224046,68,28,123,90
ENSG00000224048,0,0,0,0
ENSG00000224049,0,0,0,0
ENSG00000224050,0,0,3,0
ENSG00000224051,232,204,525,393
ENSG00000224054,0,0,0,0
ENSG00000224055,0,0,0,0
ENSG00000224057,0,0,0,0
ENSG00000224058,0,4,6,0
ENSG00000224059,0,3,0,3
ENSG00000224060,0,0,0,0
ENSG00000224061,0,1,0,0
ENSG00000224062,0,0,0,0
ENSG00000224063,0,0,0,0
ENSG00000224064,0,0,0,0
ENSG00000224065,0,0,0,0
ENSG00000224066,4,16,30,21
ENSG00000224067,0,0,0,0
ENSG00000224069,0,0,0,0
ENSG00000224070,0,0,0,0
ENSG00000224071,0,0,0,0
ENSG00000224072,2,1,3,4
ENSG00000224074,0,0,0,0
ENSG00000224075,0,0,0,0
ENSG00000224076,0,0,0,0
ENSG00000224077,4,0,3,0
ENSG00000224078,3104,4203,5407,5977
ENSG00000224079,0,0,0,0
ENSG00000224080,62,38,83,35
ENSG00000224081,1,6,24,22
ENSG00000224082,0,0,0,0
ENSG00000224083,3,2,13,19
ENSG00000224085,0,0,0,0
ENSG00000224086,13,28,38,5
ENSG00000224087,0,0,0,0
ENSG00000224089,0,0,0,0
ENSG00000224090,0,0,0,0
ENSG00000224091,0,0,0,0
ENSG00000224092,0,0,0,0
ENSG00000224093,1,0,2,4
ENSG00000224094,363,349,290,1477
ENSG00000224095,0,0,0,0
ENSG00000224097,16,4,32,22
ENSG00000224099,0,0,0,0
ENSG00000224100,0,0,0,0
ENSG00000224101,0,0,0,0
ENSG00000224104,0,0,0,0
ENSG00000224106,0,0,0,0
ENSG00000224107,0,0,0,0
ENSG00000224109,0,0,0,0
ENSG00000224110,0,0,0,0
ENSG00000224114,193,750,1405,320
ENSG00000224116,0,0,7,1
ENSG00000224117,3,12,7,7
ENSG00000224121,0,0,0,0
ENSG00000224122,0,0,0,0
ENSG00000224124,0,0,0,0
ENSG00000224126,3,7,10,4
ENSG00000224127,0,0,0,0
ENSG00000224128,0,0,0,0
ENSG00000224129,0,0,0,0
ENSG00000224132,0,0,0,0
ENSG00000224134,0,0,0,0
