Geneid,module,Ensembl,gene_symbol,gene_type
ENSG00000105668.9,Module 1,ENSG00000105668,UPK1A,protein_coding
ENSG00000055955.19,Module 3,ENSG00000055955,ITIH4,protein_coding
ENSG00000134627.13,Module 3,ENSG00000134627,PIWIL4,protein_coding
ENSG00000164342.16,Module 4,ENSG00000164342,TLR3,protein_coding
ENSG00000189430.14,Module 3,ENSG00000189430,NCR1,protein_coding
ENSG00000144339.14,Module 2,ENSG00000144339,TMEFF2,protein_coding
ENSG00000131044.19,Module 1,ENSG00000131044,TTLL9,protein_coding
ENSG00000134780.12,Module 1,ENSG00000134780,DAGLA,protein_coding
ENSG00000152583.15,Module 2,ENSG00000152583,SPARCL1,protein_coding
ENSG00000118514.16,Module 2,ENSG00000118514,ALDH8A1,protein_coding
ENSG00000137310.15,Module 4,ENSG00000137310,TCF19,protein_coding
ENSG00000288681.1,Module 1,ENSG00000288681,ENSG00000288681,protein_coding
ENSG00000132000.16,Module 1,ENSG00000132000,PODNL1,protein_coding
ENSG00000170962.15,Module 3,ENSG00000170962,PDGFD,protein_coding
ENSG00000249931.5,Module 1,ENSG00000249931,GOLGA8K,protein_coding
ENSG00000133246.14,Module 5,ENSG00000133246,PRAM1,protein_coding
ENSG00000121454.8,Module 3,ENSG00000121454,LHX4,protein_coding
ENSG00000204131.12,Module 3,ENSG00000204131,NHSL2,protein_coding
ENSG00000182871.18,Module 5,ENSG00000182871,COL18A1,protein_coding
ENSG00000137707.14,Module 6,ENSG00000137707,BTG4,protein_coding
ENSG00000139132.17,Module 4,ENSG00000139132,FGD4,protein_coding
ENSG00000171368.14,Module 2,ENSG00000171368,TPPP,protein_coding
ENSG00000183248.13,Module 3,ENSG00000183248,PRR36,protein_coding
ENSG00000172296.15,Module 3,ENSG00000172296,SPTLC3,protein_coding
ENSG00000163736.6,Module 1,ENSG00000163736,PPBP,protein_coding
ENSG00000157890.21,Module 5,ENSG00000157890,MEGF11,protein_coding
ENSG00000198483.15,Module 1,ENSG00000198483,ANKRD35,protein_coding
ENSG00000197054.13,Module 2,ENSG00000197054,ZNF763,protein_coding
ENSG00000164176.15,Module 3,ENSG00000164176,EDIL3,protein_coding
ENSG00000233381.5,Module 1,ENSG00000233381,AK4P3,protein_coding
ENSG00000106125.16,Module 5,ENSG00000106125,MINDY4,protein_coding
ENSG00000139567.16,Module 1,ENSG00000139567,ACVRL1,protein_coding
ENSG00000158815.12,Module 3,ENSG00000158815,FGF17,protein_coding
ENSG00000267221.4,Module 4,ENSG00000267221,C17orf113,protein_coding
ENSG00000163491.20,Module 2,ENSG00000163491,NEK10,protein_coding
ENSG00000146221.12,Module 1,ENSG00000146221,DRC5,protein_coding
ENSG00000058404.23,Module 5,ENSG00000058404,CAMK2B,protein_coding
ENSG00000144451.21,Module 4,ENSG00000144451,SPAG16,protein_coding
ENSG00000198203.12,Module 3,ENSG00000198203,SULT1C2,protein_coding
ENSG00000173530.8,Module 2,ENSG00000173530,TNFRSF10D,protein_coding
ENSG00000125730.20,Module 6,ENSG00000125730,C3,protein_coding
ENSG00000134256.15,Module 3,ENSG00000134256,CD101,protein_coding
ENSG00000070614.17,Module 2,ENSG00000070614,NDST1,protein_coding
ENSG00000131094.6,Module 2,ENSG00000131094,C1QL1,protein_coding
ENSG00000243749.4,Module 1,ENSG00000243749,TMEM35B,protein_coding
ENSG00000180875.7,Module 2,ENSG00000180875,GREM2,protein_coding
ENSG00000173801.19,Module 5,ENSG00000173801,JUP,protein_coding
ENSG00000005249.16,Module 5,ENSG00000005249,PRKAR2B,protein_coding
ENSG00000080166.16,Module 3,ENSG00000080166,DCT,protein_coding
ENSG00000133105.9,Module 2,ENSG00000133105,RXFP2,protein_coding
ENSG00000184060.14,Module 1,ENSG00000184060,ADAP2,protein_coding
ENSG00000171827.13,Module 5,ENSG00000171827,ZNF570,protein_coding
ENSG00000170396.9,Module 1,ENSG00000170396,ZNF804A,protein_coding
ENSG00000099365.13,Module 1,ENSG00000099365,STX1B,protein_coding
ENSG00000171557.19,Module 2,ENSG00000171557,FGG,protein_coding
ENSG00000152611.14,Module 1,ENSG00000152611,CAPSL,protein_coding
ENSG00000117477.15,Module 5,ENSG00000117477,CCDC181,protein_coding
ENSG00000183423.14,Module 3,ENSG00000183423,LRIT3,protein_coding
ENSG00000140993.13,Module 6,ENSG00000140993,TIGD7,protein_coding
ENSG00000141574.10,Module 2,ENSG00000141574,SECTM1,protein_coding
ENSG00000196754.15,Module 3,ENSG00000196754,S100A2,protein_coding
ENSG00000167995.18,Module 1,ENSG00000167995,BEST1,protein_coding
ENSG00000188779.12,Module 5,ENSG00000188779,SKOR1,protein_coding
ENSG00000084636.20,Module 1,ENSG00000084636,COL16A1,protein_coding
ENSG00000162461.10,Module 2,ENSG00000162461,SLC25A34,protein_coding
ENSG00000132749.13,Module 4,ENSG00000132749,TESMIN,protein_coding
ENSG00000134668.15,Module 1,ENSG00000134668,SPOCD1,protein_coding
ENSG00000196436.9,Module 4,ENSG00000196436,NPIPB15,protein_coding
ENSG00000134853.14,Module 1,ENSG00000134853,PDGFRA,protein_coding
ENSG00000178718.7,Module 5,ENSG00000178718,RPP25,protein_coding
ENSG00000179083.9,Module 3,ENSG00000179083,FAM133A,protein_coding
ENSG00000214562.16,Module 1,ENSG00000214562,NUTM2D,protein_coding
ENSG00000188343.16,Module 2,ENSG00000188343,CIBAR1,protein_coding
ENSG00000121653.13,Module 2,ENSG00000121653,MAPK8IP1,protein_coding
ENSG00000186462.10,Module 3,ENSG00000186462,NAP1L2,protein_coding
ENSG00000139445.19,Module 2,ENSG00000139445,FOXN4,protein_coding
ENSG00000188211.10,Module 5,ENSG00000188211,NCR3LG1,protein_coding
ENSG00000076356.9,Module 1,ENSG00000076356,PLXNA2,protein_coding
ENSG00000108823.19,Module 1,ENSG00000108823,SGCA,protein_coding
ENSG00000172379.24,Module 2,ENSG00000172379,ARNT2,protein_coding
ENSG00000177873.16,Module 4,ENSG00000177873,ZNF619,protein_coding
ENSG00000151967.20,Module 2,ENSG00000151967,SCHIP1,protein_coding
ENSG00000185133.16,Module 1,ENSG00000185133,INPP5J,protein_coding
ENSG00000168065.17,Module 1,ENSG00000168065,SLC22A11,protein_coding
ENSG00000104154.9,Module 4,ENSG00000104154,SLC30A4,protein_coding
ENSG00000105146.16,Module 4,ENSG00000105146,AURKC,protein_coding
ENSG00000188868.16,Module 4,ENSG00000188868,ZNF563,protein_coding
ENSG00000186994.14,Module 2,ENSG00000186994,KANK3,protein_coding
ENSG00000182508.16,Module 6,ENSG00000182508,LHFPL1,protein_coding
ENSG00000035664.13,Module 5,ENSG00000035664,DAPK2,protein_coding
ENSG00000158806.16,Module 4,ENSG00000158806,NPM2,protein_coding
ENSG00000185442.15,Module 5,ENSG00000185442,FAM174B,protein_coding
ENSG00000145002.15,Module 1,ENSG00000145002,FAM86B2,protein_coding
ENSG00000137752.27,Module 5,ENSG00000137752,CASP1,protein_coding
ENSG00000180815.17,Module 2,ENSG00000180815,MAP3K15,protein_coding
ENSG00000134321.14,Module 5,ENSG00000134321,RSAD2,protein_coding
ENSG00000172458.7,Module 6,ENSG00000172458,IL17D,protein_coding
ENSG00000198722.17,Module 1,ENSG00000198722,UNC13B,protein_coding
ENSG00000116985.13,Module 5,ENSG00000116985,BMP8B,protein_coding
ENSG00000124203.7,Module 6,ENSG00000124203,ZNF831,protein_coding
ENSG00000128886.12,Module 3,ENSG00000128886,ELL3,protein_coding
ENSG00000198400.15,Module 2,ENSG00000198400,NTRK1,protein_coding
ENSG00000105675.10,Module 3,ENSG00000105675,ATP4A,protein_coding
ENSG00000300510.1,Module 3,ENSG00000300510,ENSG00000300510,protein_coding
ENSG00000198795.13,Module 2,ENSG00000198795,ZNF521,protein_coding
ENSG00000167771.8,Module 4,ENSG00000167771,RCOR2,protein_coding
ENSG00000136231.16,Module 4,ENSG00000136231,IGF2BP3,protein_coding
ENSG00000129990.17,Module 5,ENSG00000129990,SYT5,protein_coding
ENSG00000089335.24,Module 5,ENSG00000089335,ZNF302,protein_coding
ENSG00000196408.14,Module 1,ENSG00000196408,NOXO1,protein_coding
ENSG00000128253.17,Module 1,ENSG00000128253,RFPL2,protein_coding
ENSG00000162897.17,Module 5,ENSG00000162897,FCAMR,protein_coding
ENSG00000150630.5,Module 1,ENSG00000150630,VEGFC,protein_coding
ENSG00000159761.16,Module 3,ENSG00000159761,C16orf86,protein_coding
ENSG00000189045.17,Module 1,ENSG00000189045,ANKDD1B,protein_coding
ENSG00000130208.12,Module 2,ENSG00000130208,APOC1,protein_coding
ENSG00000174599.5,Module 3,ENSG00000174599,TRAM1L1,protein_coding
ENSG00000168348.4,Module 3,ENSG00000168348,INSM2,protein_coding
ENSG00000124191.20,Module 2,ENSG00000124191,TOX2,protein_coding
ENSG00000175984.18,Module 2,ENSG00000175984,DENND2C,protein_coding
ENSG00000169429.14,Module 1,ENSG00000169429,CXCL8,protein_coding
ENSG00000121281.14,Module 6,ENSG00000121281,ADCY7,protein_coding
ENSG00000172738.14,Module 5,ENSG00000172738,TMEM217,protein_coding
ENSG00000172264.20,Module 2,ENSG00000172264,MACROD2,protein_coding
ENSG00000196268.13,Module 4,ENSG00000196268,ZNF493,protein_coding
ENSG00000162522.13,Module 5,ENSG00000162522,NHSL3,protein_coding
ENSG00000102996.7,Module 2,ENSG00000102996,MMP15,protein_coding
ENSG00000214029.8,Module 5,ENSG00000214029,ZNF891,protein_coding
ENSG00000123119.14,Module 3,ENSG00000123119,NECAB1,protein_coding
ENSG00000011347.12,Module 2,ENSG00000011347,SYT7,protein_coding
ENSG00000204147.12,Module 4,ENSG00000204147,ASAH2B,protein_coding
ENSG00000197748.15,Module 3,ENSG00000197748,CFAP43,protein_coding
ENSG00000009694.15,Module 2,ENSG00000009694,TENM1,protein_coding
ENSG00000171992.15,Module 5,ENSG00000171992,SYNPO,protein_coding
ENSG00000102760.15,Module 5,ENSG00000102760,RGCC,protein_coding
ENSG00000156966.9,Module 1,ENSG00000156966,B3GNT7,protein_coding
ENSG00000182771.20,Module 2,ENSG00000182771,GRID1,protein_coding
ENSG00000197165.13,Module 5,ENSG00000197165,SULT1A2,protein_coding
ENSG00000223609.12,Module 2,ENSG00000223609,HBD,protein_coding
ENSG00000179388.9,Module 1,ENSG00000179388,EGR3,protein_coding
ENSG00000265190.9,Module 5,ENSG00000265190,ANXA8,protein_coding
ENSG00000141934.12,Module 2,ENSG00000141934,PLPP2,protein_coding
ENSG00000140859.18,Module 2,ENSG00000140859,KIFC3,protein_coding
ENSG00000272398.7,Module 2,ENSG00000272398,CD24,protein_coding
ENSG00000086288.12,Module 1,ENSG00000086288,NME8,protein_coding
ENSG00000204482.13,Module 5,ENSG00000204482,LST1,protein_coding
ENSG00000242550.7,Module 3,ENSG00000242550,SERPINB10,protein_coding
ENSG00000261594.4,Module 2,ENSG00000261594,TPBGL,protein_coding
ENSG00000133116.9,Module 1,ENSG00000133116,KL,protein_coding
ENSG00000183715.16,Module 2,ENSG00000183715,OPCML,protein_coding
ENSG00000141469.20,Module 6,ENSG00000141469,SLC14A1,protein_coding
ENSG00000293615.1,Module 2,ENSG00000293615,ENSG00000293615,protein_coding
ENSG00000171794.5,Module 1,ENSG00000171794,UTF1,protein_coding
ENSG00000198133.11,Module 5,ENSG00000198133,TMEM229B,protein_coding
ENSG00000145649.9,Module 5,ENSG00000145649,GZMA,protein_coding
ENSG00000168060.17,Module 3,ENSG00000168060,NAALADL1,protein_coding
ENSG00000247595.6,Module 1,ENSG00000247595,MISFA,protein_coding
ENSG00000111834.14,Module 3,ENSG00000111834,RSPH4A,protein_coding
ENSG00000104883.10,Module 1,ENSG00000104883,PEX11G,protein_coding
ENSG00000101977.23,Module 4,ENSG00000101977,MCF2,protein_coding
ENSG00000142156.18,Module 5,ENSG00000142156,COL6A1,protein_coding
ENSG00000111907.22,Module 2,ENSG00000111907,TPD52L1,protein_coding
ENSG00000130307.14,Module 1,ENSG00000130307,USHBP1,protein_coding
ENSG00000130477.17,Module 1,ENSG00000130477,UNC13A,protein_coding
ENSG00000005108.18,Module 1,ENSG00000005108,THSD7A,protein_coding
ENSG00000182389.21,Module 1,ENSG00000182389,CACNB4,protein_coding
ENSG00000182253.16,Module 3,ENSG00000182253,SYNM,protein_coding
ENSG00000175920.19,Module 5,ENSG00000175920,DOK7,protein_coding
ENSG00000204052.7,Module 1,ENSG00000204052,LRRC73,protein_coding
ENSG00000138823.15,Module 4,ENSG00000138823,MTTP,protein_coding
ENSG00000100453.16,Module 1,ENSG00000100453,GZMB,protein_coding
ENSG00000182749.8,Module 4,ENSG00000182749,PAQR7,protein_coding
ENSG00000188611.18,Module 4,ENSG00000188611,ASAH2,protein_coding
ENSG00000145198.17,Module 1,ENSG00000145198,VWA5B2,protein_coding
ENSG00000177839.7,Module 2,ENSG00000177839,PCDHB9,protein_coding
ENSG00000213023.13,Module 2,ENSG00000213023,SYT3,protein_coding
ENSG00000175556.20,Module 1,ENSG00000175556,LONRF3,protein_coding
ENSG00000176402.6,Module 3,ENSG00000176402,GJC3,protein_coding
ENSG00000182557.9,Module 5,ENSG00000182557,SPNS3,protein_coding
ENSG00000007516.17,Module 4,ENSG00000007516,BAIAP3,protein_coding
ENSG00000139574.11,Module 3,ENSG00000139574,NPFF,protein_coding
ENSG00000175832.15,Module 5,ENSG00000175832,ETV4,protein_coding
ENSG00000145244.14,Module 1,ENSG00000145244,CORIN,protein_coding
ENSG00000170365.12,Module 2,ENSG00000170365,SMAD1,protein_coding
ENSG00000138162.21,Module 5,ENSG00000138162,TACC2,protein_coding
ENSG00000108602.20,Module 1,ENSG00000108602,ALDH3A1,protein_coding
ENSG00000274419.8,Module 3,ENSG00000274419,TBC1D3D,protein_coding
ENSG00000197380.12,Module 2,ENSG00000197380,DACT3,protein_coding
ENSG00000158055.18,Module 2,ENSG00000158055,GRHL3,protein_coding
ENSG00000196407.12,Module 4,ENSG00000196407,THEM5,protein_coding
ENSG00000148948.10,Module 3,ENSG00000148948,LRRC4C,protein_coding
ENSG00000058335.17,Module 5,ENSG00000058335,RASGRF1,protein_coding
ENSG00000168994.15,Module 2,ENSG00000168994,PXDC1,protein_coding
ENSG00000182621.20,Module 2,ENSG00000182621,PLCB1,protein_coding
ENSG00000185250.18,Module 5,ENSG00000185250,PPIL6,protein_coding
ENSG00000154655.18,Module 2,ENSG00000154655,L3MBTL4,protein_coding
ENSG00000154447.17,Module 2,ENSG00000154447,SH3RF1,protein_coding
ENSG00000273173.7,Module 3,ENSG00000273173,SNURF,protein_coding
ENSG00000146700.11,Module 5,ENSG00000146700,SSC4D,protein_coding
ENSG00000004776.15,Module 1,ENSG00000004776,HSPB6,protein_coding
ENSG00000110427.19,Module 1,ENSG00000110427,KIAA1549L,protein_coding
ENSG00000187944.5,Module 1,ENSG00000187944,C2orf66,protein_coding
ENSG00000114124.3,Module 1,ENSG00000114124,GRK7,protein_coding
ENSG00000237693.7,Module 6,ENSG00000237693,IRGM,protein_coding
ENSG00000196092.14,Module 3,ENSG00000196092,PAX5,protein_coding
ENSG00000240403.8,Module 5,ENSG00000240403,KIR3DL2,protein_coding
ENSG00000226979.10,Module 6,ENSG00000226979,LTA,protein_coding
ENSG00000197124.13,Module 2,ENSG00000197124,ZNF682,protein_coding
ENSG00000132694.22,Module 2,ENSG00000132694,ARHGEF11,protein_coding
ENSG00000135636.18,Module 5,ENSG00000135636,DYSF,protein_coding
ENSG00000153237.21,Module 3,ENSG00000153237,CCDC148,protein_coding
ENSG00000104972.18,Module 2,ENSG00000104972,LILRB1,protein_coding
ENSG00000198576.4,Module 3,ENSG00000198576,ARC,protein_coding
ENSG00000241322.12,Module 1,ENSG00000241322,FBXW10B,protein_coding
ENSG00000134363.14,Module 2,ENSG00000134363,FST,protein_coding
ENSG00000184271.19,Module 4,ENSG00000184271,POU6F1,protein_coding
ENSG00000004399.15,Module 5,ENSG00000004399,PLXND1,protein_coding
ENSG00000105559.15,Module 5,ENSG00000105559,PLEKHA4,protein_coding
ENSG00000186862.22,Module 1,ENSG00000186862,PDZD7,protein_coding
ENSG00000248592.7,Module 3,ENSG00000248592,STIMATE-MUSTN1,protein_coding
ENSG00000165028.14,Module 2,ENSG00000165028,NIPSNAP3B,protein_coding
ENSG00000130829.20,Module 4,ENSG00000130829,DUSP9,protein_coding
ENSG00000178562.20,Module 6,ENSG00000178562,CD28,protein_coding
ENSG00000165917.12,Module 2,ENSG00000165917,RAPSN,protein_coding
ENSG00000204580.16,Module 2,ENSG00000204580,DDR1,protein_coding
ENSG00000143847.18,Module 1,ENSG00000143847,PPFIA4,protein_coding
ENSG00000184923.12,Module 2,ENSG00000184923,NUTM2A,protein_coding
ENSG00000000971.19,Module 2,ENSG00000000971,CFH,protein_coding
ENSG00000124257.8,Module 2,ENSG00000124257,NEURL2,protein_coding
ENSG00000120324.9,Module 2,ENSG00000120324,PCDHB10,protein_coding
ENSG00000115844.12,Module 5,ENSG00000115844,DLX2,protein_coding
ENSG00000112276.16,Module 5,ENSG00000112276,POPDC1,protein_coding
ENSG00000127318.11,Module 1,ENSG00000127318,IL22,protein_coding
ENSG00000142089.19,Module 5,ENSG00000142089,IFITM3,protein_coding
ENSG00000132530.19,Module 5,ENSG00000132530,XAF1,protein_coding
ENSG00000135318.14,Module 2,ENSG00000135318,NT5E,protein_coding
ENSG00000116016.16,Module 6,ENSG00000116016,EPAS1,protein_coding
ENSG00000166126.13,Module 2,ENSG00000166126,AMN,protein_coding
ENSG00000227471.10,Module 2,ENSG00000227471,AKR1B15,protein_coding
ENSG00000133789.17,Module 6,ENSG00000133789,SWAP70,protein_coding
ENSG00000182240.18,Module 5,ENSG00000182240,BACE2,protein_coding
ENSG00000109743.14,Module 4,ENSG00000109743,BST1,protein_coding
ENSG00000137101.15,Module 5,ENSG00000137101,CD72,protein_coding
ENSG00000180549.10,Module 1,ENSG00000180549,FUT7,protein_coding
ENSG00000179403.14,Module 2,ENSG00000179403,VWA1,protein_coding
ENSG00000160870.16,Module 6,ENSG00000160870,CYP3A7,protein_coding
ENSG00000196218.15,Module 5,ENSG00000196218,RYR1,protein_coding
ENSG00000166823.7,Module 5,ENSG00000166823,MESP1,protein_coding
ENSG00000108702.4,Module 2,ENSG00000108702,CCL1,protein_coding
ENSG00000256294.10,Module 4,ENSG00000256294,ZNF225,protein_coding
ENSG00000169169.17,Module 5,ENSG00000169169,CPT1C,protein_coding
ENSG00000165409.19,Module 2,ENSG00000165409,TSHR,protein_coding
ENSG00000184635.18,Module 2,ENSG00000184635,ZNF93,protein_coding
ENSG00000204335.5,Module 4,ENSG00000204335,SP5,protein_coding
ENSG00000266094.10,Module 5,ENSG00000266094,RASSF5,protein_coding
ENSG00000115756.15,Module 5,ENSG00000115756,HPCAL1,protein_coding
ENSG00000164111.17,Module 2,ENSG00000164111,ANXA5,protein_coding
ENSG00000205002.5,Module 3,ENSG00000205002,AARD,protein_coding
ENSG00000156831.11,Module 3,ENSG00000156831,NSMCE2,protein_coding
ENSG00000166902.7,Module 5,ENSG00000166902,MRPL16,protein_coding
ENSG00000111674.11,Module 1,ENSG00000111674,ENO2,protein_coding
ENSG00000092871.19,Module 2,ENSG00000092871,RFFL,protein_coding
ENSG00000134046.14,Module 3,ENSG00000134046,MBD2,protein_coding
ENSG00000166562.12,Module 1,ENSG00000166562,SEC11C,protein_coding
ENSG00000134815.22,Module 5,ENSG00000134815,DHX34,protein_coding
ENSG00000154978.15,Module 3,ENSG00000154978,VOPP1,protein_coding
ENSG00000123685.10,Module 2,ENSG00000123685,BATF3,protein_coding
ENSG00000114473.16,Module 1,ENSG00000114473,DRC9,protein_coding
ENSG00000127663.18,Module 5,ENSG00000127663,KDM4B,protein_coding
ENSG00000100523.19,Module 1,ENSG00000100523,DDHD1,protein_coding
ENSG00000170873.21,Module 1,ENSG00000170873,MTSS1,protein_coding
ENSG00000139116.21,Module 3,ENSG00000139116,KIF21A,protein_coding
ENSG00000189067.17,Module 1,ENSG00000189067,LITAF,protein_coding
ENSG00000105402.9,Module 5,ENSG00000105402,NAPA,protein_coding
ENSG00000159840.18,Module 5,ENSG00000159840,ZYX,protein_coding
ENSG00000197879.19,Module 1,ENSG00000197879,MYO1C,protein_coding
ENSG00000085733.18,Module 1,ENSG00000085733,CTTN,protein_coding
ENSG00000010810.20,Module 5,ENSG00000010810,FYN,protein_coding
ENSG00000138801.11,Module 1,ENSG00000138801,PAPSS1,protein_coding
ENSG00000183624.16,Module 5,ENSG00000183624,HMCES,protein_coding
ENSG00000166228.11,Module 1,ENSG00000166228,PCBD1,protein_coding
ENSG00000145982.15,Module 3,ENSG00000145982,FARS2,protein_coding
ENSG00000130005.15,Module 1,ENSG00000130005,GAMT,protein_coding
ENSG00000121940.19,Module 3,ENSG00000121940,CLCC1,protein_coding
ENSG00000125520.16,Module 3,ENSG00000125520,SLC2A4RG,protein_coding
ENSG00000105810.12,Module 1,ENSG00000105810,CDK6,protein_coding
ENSG00000137166.20,Module 5,ENSG00000137166,FOXP4,protein_coding
ENSG00000132718.11,Module 1,ENSG00000132718,SYT11,protein_coding
ENSG00000247315.4,Module 5,ENSG00000247315,ZCCHC3,protein_coding
ENSG00000088992.20,Module 1,ENSG00000088992,TESC,protein_coding
ENSG00000164366.6,Module 3,ENSG00000164366,CCDC127,protein_coding
ENSG00000069493.16,Module 3,ENSG00000069493,CLEC2D,protein_coding
ENSG00000105926.18,Module 3,ENSG00000105926,PALS2,protein_coding
ENSG00000109062.14,Module 5,ENSG00000109062,NHERF1,protein_coding
ENSG00000143198.15,Module 1,ENSG00000143198,MGST3,protein_coding
ENSG00000138758.14,Module 1,ENSG00000138758,SEPTIN11,protein_coding
ENSG00000149269.12,Module 1,ENSG00000149269,PAK1,protein_coding
ENSG00000141293.19,Module 1,ENSG00000141293,SKAP1,protein_coding
ENSG00000176438.15,Module 3,ENSG00000176438,SYNE3,protein_coding
ENSG00000064393.18,Module 1,ENSG00000064393,HIPK2,protein_coding
ENSG00000154328.18,Module 3,ENSG00000154328,NEIL2,protein_coding
ENSG00000130956.16,Module 1,ENSG00000130956,HABP4,protein_coding
ENSG00000160789.27,Module 1,ENSG00000160789,LMNA,protein_coding
ENSG00000102007.13,Module 1,ENSG00000102007,PLP2,protein_coding
ENSG00000147138.5,Module 5,ENSG00000147138,GPR174,protein_coding
ENSG00000116852.16,Module 5,ENSG00000116852,KIF21B,protein_coding
ENSG00000186470.16,Module 2,ENSG00000186470,BTN3A2,protein_coding
ENSG00000087077.16,Module 5,ENSG00000087077,TRIP6,protein_coding
ENSG00000116815.18,Module 3,ENSG00000116815,CD58,protein_coding
ENSG00000105483.20,Module 5,ENSG00000105483,CARD8,protein_coding
ENSG00000183049.15,Module 1,ENSG00000183049,CAMK1D,protein_coding
ENSG00000160584.19,Module 3,ENSG00000160584,SIK3,protein_coding
ENSG00000102172.18,Module 5,ENSG00000102172,SMS,protein_coding
ENSG00000152492.17,Module 3,ENSG00000152492,CCDC50,protein_coding
ENSG00000174749.7,Module 3,ENSG00000174749,FAM241A,protein_coding
ENSG00000168067.14,Module 1,ENSG00000168067,MAP4K2,protein_coding
ENSG00000136636.15,Module 1,ENSG00000136636,KCTD3,protein_coding
ENSG00000018699.15,Module 1,ENSG00000018699,TTC27,protein_coding
ENSG00000057252.15,Module 5,ENSG00000057252,SOAT1,protein_coding
ENSG00000160991.19,Module 5,ENSG00000160991,ORAI2,protein_coding
ENSG00000157216.19,Module 5,ENSG00000157216,SSBP3,protein_coding
ENSG00000235162.11,Module 5,ENSG00000235162,C12orf75,protein_coding
ENSG00000118162.16,Module 5,ENSG00000118162,KPTN,protein_coding
ENSG00000064115.13,Module 2,ENSG00000064115,TM7SF3,protein_coding
ENSG00000138777.22,Module 3,ENSG00000138777,PPA2,protein_coding
ENSG00000178104.23,Module 5,ENSG00000178104,PDE4DIP,protein_coding
ENSG00000180694.16,Module 3,ENSG00000180694,TMEM64,protein_coding
ENSG00000178980.17,Module 5,ENSG00000178980,SELENOW,protein_coding
ENSG00000135926.17,Module 1,ENSG00000135926,TMBIM1,protein_coding
ENSG00000163888.5,Module 3,ENSG00000163888,CAMK2N2,protein_coding
ENSG00000112576.14,Module 5,ENSG00000112576,CCND3,protein_coding
ENSG00000135924.19,Module 3,ENSG00000135924,DNAJB2,protein_coding
ENSG00000089159.19,Module 5,ENSG00000089159,PXN,protein_coding
ENSG00000140577.19,Module 5,ENSG00000140577,CRTC3,protein_coding
ENSG00000117318.11,Module 4,ENSG00000117318,ID3,protein_coding
ENSG00000181004.11,Module 1,ENSG00000181004,BBS12,protein_coding
ENSG00000164236.13,Module 1,ENSG00000164236,ANKRD33B,protein_coding
ENSG00000073803.16,Module 3,ENSG00000073803,MAP3K13,protein_coding
ENSG00000185811.23,Module 2,ENSG00000185811,IKZF1,protein_coding
ENSG00000137714.5,Module 3,ENSG00000137714,FDX1,protein_coding
ENSG00000106477.22,Module 5,ENSG00000106477,CEP41,protein_coding
ENSG00000135069.16,Module 1,ENSG00000135069,PSAT1,protein_coding
ENSG00000116824.7,Module 1,ENSG00000116824,CD2,protein_coding
ENSG00000143515.22,Module 3,ENSG00000143515,ATP8B2,protein_coding
ENSG00000008710.20,Module 1,ENSG00000008710,PKD1,protein_coding
ENSG00000196923.16,Module 4,ENSG00000196923,PDLIM7,protein_coding
ENSG00000165672.9,Module 3,ENSG00000165672,PRDX3,protein_coding
ENSG00000168769.16,Module 3,ENSG00000168769,TET2,protein_coding
ENSG00000142949.20,Module 5,ENSG00000142949,PTPRF,protein_coding
ENSG00000154358.24,Module 5,ENSG00000154358,OBSCN,protein_coding
ENSG00000124813.25,Module 3,ENSG00000124813,RUNX2,protein_coding
ENSG00000151914.23,Module 3,ENSG00000151914,DST,protein_coding
ENSG00000197037.13,Module 5,ENSG00000197037,ZSCAN25,protein_coding
ENSG00000038532.19,Module 1,ENSG00000038532,CLEC16A,protein_coding
ENSG00000115107.22,Module 1,ENSG00000115107,STEAP3,protein_coding
ENSG00000137710.19,Module 3,ENSG00000137710,RDX,protein_coding
ENSG00000215788.13,Module 1,ENSG00000215788,TNFRSF25,protein_coding
ENSG00000186187.14,Module 5,ENSG00000186187,ZNRF1,protein_coding
ENSG00000149809.19,Module 1,ENSG00000149809,TM7SF2,protein_coding
ENSG00000151612.20,Module 1,ENSG00000151612,ZNF827,protein_coding
ENSG00000198464.16,Module 5,ENSG00000198464,ZNF480,protein_coding
ENSG00000124406.19,Module 3,ENSG00000124406,ATP8A1,protein_coding
ENSG00000160352.18,Module 5,ENSG00000160352,ZNF714,protein_coding
ENSG00000090097.24,Module 3,ENSG00000090097,PCBP4,protein_coding
ENSG00000205744.12,Module 5,ENSG00000205744,DENND1C,protein_coding
ENSG00000184384.16,Module 1,ENSG00000184384,MAML2,protein_coding
ENSG00000188313.15,Module 5,ENSG00000188313,PLSCR1,protein_coding
ENSG00000185477.8,Module 2,ENSG00000185477,GPRIN3,protein_coding
ENSG00000104427.15,Module 3,ENSG00000104427,ZC2HC1A,protein_coding
ENSG00000163297.20,Module 5,ENSG00000163297,ANTXR2,protein_coding
ENSG00000128394.19,Module 5,ENSG00000128394,APOBEC3F,protein_coding
ENSG00000006530.20,Module 1,ENSG00000006530,AGK,protein_coding
ENSG00000058056.12,Module 3,ENSG00000058056,USP13,protein_coding
ENSG00000177685.19,Module 3,ENSG00000177685,CRACR2B,protein_coding
ENSG00000171867.20,Module 5,ENSG00000171867,PRNP,protein_coding
ENSG00000130592.19,Module 1,ENSG00000130592,LSP1,protein_coding
ENSG00000073282.15,Module 2,ENSG00000073282,TP63,protein_coding
ENSG00000165097.18,Module 3,ENSG00000165097,KDM1B,protein_coding
