Ensembl,ERR186009,ERR567612,ERR567614,ERR567616,ERR567620,ERR650557,ERR650558,ERR650559
ENSG00000236436,0,0,0,0,0,0,0,0
ENSG00000236437,0,0,0,0,0,0,0,0
ENSG00000236438,1,15,9,21,26,11,13,5
ENSG00000236439,9,32,43,16,9,29,25,29
ENSG00000236440,0,0,0,0,0,0,0,0
ENSG00000236441,0,0,0,0,0,0,0,0
ENSG00000236442,0,0,0,0,0,0,0,0
ENSG00000236443,0,0,0,0,0,0,0,0
ENSG00000236444,0,0,1,0,1,0,0,2
ENSG00000236445,14,22,32,30,30,18,16,19
ENSG00000236446,0,0,0,0,0,0,0,0
ENSG00000236447,4,11,27,26,42,12,4,11
ENSG00000236449,1,0,2,1,1,3,0,2
ENSG00000236450,0,0,0,0,0,0,0,0
ENSG00000236451,1,0,0,0,0,0,0,0
ENSG00000236452,0,0,0,0,0,0,0,0
ENSG00000236453,0,0,0,0,0,0,0,1
ENSG00000236456,2,0,1,2,0,3,3,1
ENSG00000236457,3,12,10,10,22,8,7,6
ENSG00000236459,0,1,0,2,0,0,0,0
ENSG00000236460,0,0,0,0,0,0,0,0
ENSG00000236461,0,0,0,0,0,0,0,0
ENSG00000236463,5,5,7,4,6,8,4,8
ENSG00000236464,0,0,0,0,0,0,0,0
ENSG00000236466,0,0,0,0,0,0,0,0
ENSG00000236467,17,20,40,42,48,41,33,33
ENSG00000236468,0,0,1,0,0,0,0,0
ENSG00000236469,0,0,0,0,2,3,0,0
ENSG00000236471,0,0,0,0,0,0,0,0
ENSG00000236472,23,0,0,0,0,0,0,3
ENSG00000236473,0,0,0,0,0,0,0,0
ENSG00000236474,7,11,23,26,26,15,12,16
ENSG00000236475,0,0,0,0,0,0,0,0
ENSG00000236476,0,0,0,0,0,0,0,0
ENSG00000236477,0,0,0,0,0,0,0,0
ENSG00000236478,3,0,0,2,0,0,0,0
ENSG00000236480,0,0,0,0,0,0,0,0
ENSG00000236481,0,0,3,1,3,0,1,1
ENSG00000236483,0,0,0,0,0,0,0,2
ENSG00000236484,0,0,0,0,0,0,0,0
ENSG00000236485,0,0,0,0,0,0,0,0
ENSG00000236487,0,0,0,0,0,0,0,0
ENSG00000236488,0,0,0,0,0,0,0,0
ENSG00000236489,12,58,41,59,53,49,36,43
ENSG00000236490,0,0,0,0,0,0,0,0
ENSG00000236491,0,0,1,0,0,0,0,0
ENSG00000236492,0,0,0,0,0,0,0,0
ENSG00000236493,0,0,1,1,3,0,0,0
ENSG00000236494,0,1,0,2,1,0,0,0
ENSG00000236495,1,1,0,1,0,1,1,0
ENSG00000236496,1,7,7,11,4,2,2,3
ENSG00000236497,3,4,9,4,7,5,4,4
ENSG00000236498,2,0,0,0,0,0,0,0
ENSG00000236499,42,44,71,94,49,83,35,88
ENSG00000236500,0,1,0,1,0,0,0,0
ENSG00000236501,0,0,0,0,0,0,2,0
ENSG00000236502,0,0,0,0,0,0,0,0
ENSG00000236503,0,0,0,0,0,0,0,0
ENSG00000236504,0,0,0,1,0,0,0,0
ENSG00000236505,0,0,0,0,0,0,0,0
ENSG00000236507,0,0,0,0,0,0,0,0
ENSG00000236508,0,0,0,0,0,0,0,0
ENSG00000236509,0,0,0,0,0,0,0,0
ENSG00000236510,0,0,0,0,0,0,0,0
ENSG00000236511,0,0,0,0,0,1,0,0
ENSG00000236512,3,6,10,10,18,14,2,6
ENSG00000236513,0,0,0,0,0,0,0,0
ENSG00000236514,50,38,53,65,31,59,47,53
ENSG00000236515,0,0,0,0,0,0,0,0
ENSG00000236516,0,3,5,2,3,6,1,1
ENSG00000236519,5,10,24,16,9,10,19,13
ENSG00000236520,0,0,0,0,0,0,0,0
ENSG00000236521,1,0,0,0,0,0,0,0
ENSG00000236522,0,0,0,0,0,0,0,0
ENSG00000236523,0,0,0,0,0,0,0,0
ENSG00000236525,0,7,9,14,36,10,2,6
ENSG00000236526,0,0,0,0,0,0,0,0
ENSG00000236527,0,0,3,5,1,2,2,0
ENSG00000236528,7,3,4,3,0,1,4,1
ENSG00000236529,0,0,0,2,2,2,1,0
ENSG00000236530,0,0,0,0,0,0,1,0
ENSG00000236531,0,0,0,0,0,0,0,0
ENSG00000236532,19,59,70,56,65,51,47,46
ENSG00000236533,0,0,0,1,0,0,0,0
ENSG00000236534,0,0,0,0,0,0,0,0
ENSG00000236535,28,90,99,107,144,77,58,75
ENSG00000236536,0,0,0,0,0,1,0,0
ENSG00000236538,0,0,0,0,0,0,0,0
ENSG00000236539,52,124,127,173,170,137,105,117
ENSG00000236540,1,0,8,1,3,0,0,9
ENSG00000236541,0,0,0,0,0,0,0,0
ENSG00000236542,4,6,11,8,10,10,13,4
ENSG00000236543,0,0,0,0,0,0,0,0
ENSG00000236544,1,0,0,0,0,0,0,0
ENSG00000236545,2,0,0,0,0,0,0,0
ENSG00000236546,0,0,0,2,0,0,0,0
ENSG00000236547,0,0,0,0,0,0,0,0
ENSG00000236548,0,4,6,2,11,2,2,4
ENSG00000236549,1,0,0,0,1,0,0,0
ENSG00000236550,0,3,8,6,12,13,8,4
ENSG00000236552,60,57,72,63,30,115,135,121
ENSG00000236554,0,0,0,3,0,2,0,0
ENSG00000236555,0,0,0,1,1,1,1,0
ENSG00000236556,0,0,0,0,0,0,0,0
ENSG00000236559,25,90,95,132,131,142,82,74
ENSG00000236560,0,0,0,0,0,0,0,0
ENSG00000236561,0,0,0,0,0,0,0,0
ENSG00000236562,0,0,0,0,0,0,0,0
ENSG00000236564,2,4,8,3,12,5,2,5
ENSG00000236565,0,1,1,0,0,1,1,0
ENSG00000236567,8,8,9,21,33,27,24,7
ENSG00000236569,0,0,0,0,0,0,0,0
ENSG00000236570,31,98,159,247,163,116,128,179
ENSG00000236571,0,0,0,0,0,0,0,0
ENSG00000236572,0,0,0,0,0,1,0,0
ENSG00000236574,0,0,0,0,0,0,0,0
ENSG00000236576,33,143,171,156,292,123,85,109
ENSG00000236577,9,69,57,52,48,71,49,47
ENSG00000236579,0,0,0,0,0,0,0,0
ENSG00000236580,0,0,0,0,0,0,0,0
ENSG00000236581,0,0,0,0,0,0,0,0
ENSG00000236582,0,1,0,0,1,0,0,0
ENSG00000236583,1,0,0,0,0,0,0,0
ENSG00000236587,0,0,0,0,0,0,0,0
ENSG00000236590,0,0,0,0,0,0,0,0
ENSG00000236591,1,0,0,3,0,5,0,0
ENSG00000236592,0,0,0,0,0,0,0,0
ENSG00000236594,0,0,0,0,0,0,0,0
ENSG00000236595,0,0,0,0,0,0,0,0
ENSG00000236596,0,0,0,0,0,0,0,0
ENSG00000236597,0,0,0,0,0,0,0,0
ENSG00000236598,0,0,0,0,0,0,0,0
ENSG00000236599,0,0,0,0,0,0,0,0
ENSG00000236601,0,0,0,0,0,0,0,0
ENSG00000236603,6,12,21,23,8,18,14,11
ENSG00000236604,0,0,0,0,0,0,0,0
ENSG00000236605,0,0,0,0,0,0,0,0
ENSG00000236606,0,0,0,0,0,0,0,0
ENSG00000236607,0,0,0,2,1,0,0,0
ENSG00000236608,0,0,0,0,0,0,0,0
ENSG00000236609,181,222,569,292,118,286,228,244
ENSG00000236610,0,0,0,0,0,0,0,0
ENSG00000236611,3,9,16,11,15,10,18,2
ENSG00000236612,0,0,0,0,0,0,0,0
ENSG00000236614,0,0,0,0,0,0,0,0
ENSG00000236615,0,0,0,0,0,0,0,0
ENSG00000236616,0,0,0,0,0,0,0,0
ENSG00000236617,7,13,14,13,7,17,8,6
ENSG00000236618,227,287,313,415,153,363,367,351
ENSG00000236619,0,0,0,0,0,0,0,0
ENSG00000236620,0,0,0,0,0,0,0,0
ENSG00000236621,0,0,0,0,0,0,0,0
ENSG00000236625,0,0,0,0,0,0,0,0
ENSG00000236626,0,0,0,0,0,0,0,0
ENSG00000236627,0,0,0,0,0,0,0,0
ENSG00000236629,0,0,0,0,0,0,0,0
ENSG00000236632,0,0,0,0,0,0,0,0
ENSG00000236634,0,0,0,0,0,0,0,0
ENSG00000236635,0,0,0,0,0,0,0,0
ENSG00000236636,0,0,0,0,1,0,3,0
ENSG00000236637,0,0,0,0,0,0,0,0
ENSG00000236638,0,0,0,0,0,0,0,0
ENSG00000236641,0,1,1,0,0,0,0,1
ENSG00000236642,0,0,0,0,0,0,0,0
ENSG00000236643,0,0,0,0,0,0,0,0
ENSG00000236646,5,14,12,18,18,18,2,9
ENSG00000236647,0,0,0,0,0,0,0,0
ENSG00000236648,0,0,0,0,0,0,0,0
ENSG00000236649,0,0,0,0,0,0,0,0
ENSG00000236651,1,0,0,0,0,0,0,0
ENSG00000236653,1,1,0,1,2,0,0,1
ENSG00000236654,0,0,0,0,0,0,0,0
ENSG00000236655,0,0,0,0,0,0,0,0
ENSG00000236656,0,0,0,0,0,0,0,0
ENSG00000236657,0,0,0,0,0,0,0,0
ENSG00000236658,0,0,0,0,0,0,0,0
ENSG00000236660,0,0,0,0,0,0,0,0
ENSG00000236662,11,7,17,20,10,16,9,11
ENSG00000236663,0,0,0,0,0,0,0,0
ENSG00000236664,0,0,0,0,0,0,0,0
ENSG00000236665,1,0,1,0,6,1,1,0
ENSG00000236666,0,0,0,0,0,0,0,0
ENSG00000236667,0,0,0,0,0,0,0,0
ENSG00000236668,0,0,0,0,0,0,0,0
ENSG00000236670,21,58,65,63,115,101,64,85
ENSG00000236671,0,0,0,1,0,0,0,1
ENSG00000236672,0,0,0,0,0,0,0,0
ENSG00000236673,8,34,47,44,55,31,24,30
ENSG00000236674,0,0,2,1,0,1,0,0
ENSG00000236675,1,0,0,0,0,0,0,0
ENSG00000236676,0,0,0,0,0,0,0,0
ENSG00000236677,2,0,0,0,0,1,0,0
ENSG00000236678,0,1,0,0,0,0,2,3
ENSG00000236679,0,0,0,0,0,0,0,0
ENSG00000236680,2,0,0,0,0,0,0,0
ENSG00000236681,0,0,0,0,0,0,0,0
ENSG00000236682,47,112,120,102,128,103,82,122
ENSG00000236683,0,0,0,0,0,0,0,0
ENSG00000236686,0,0,0,0,0,0,0,0
ENSG00000236687,0,0,0,0,2,0,0,0
ENSG00000236688,0,0,0,0,0,0,0,0
ENSG00000236689,1,0,0,0,0,0,0,0
ENSG00000236690,0,0,0,0,0,0,0,0
ENSG00000236691,0,0,0,0,0,0,0,0
ENSG00000236692,0,0,0,0,0,1,0,0
ENSG00000236693,0,0,0,0,0,0,0,0
ENSG00000236695,0,0,0,0,0,0,0,0
ENSG00000236697,0,0,0,0,0,0,0,0
ENSG00000236698,33,45,79,48,36,66,92,78
ENSG00000236699,3,1,0,4,0,1,0,0
ENSG00000236700,0,0,0,0,0,0,0,0
ENSG00000236701,0,0,0,0,0,0,0,0
ENSG00000236703,2,0,0,0,0,0,0,0
ENSG00000236704,0,0,0,0,0,0,0,0
ENSG00000236706,0,0,0,0,0,0,0,0
ENSG00000236708,0,0,0,0,0,0,0,0
ENSG00000236709,0,0,1,1,2,0,0,0
ENSG00000236710,1,4,0,6,1,4,8,2
ENSG00000236711,0,1,0,0,0,0,0,0
ENSG00000236712,1,7,0,2,1,0,2,0
ENSG00000236713,0,0,0,0,0,0,0,0
ENSG00000236714,0,0,0,0,0,0,3,0
ENSG00000236716,0,0,0,0,0,0,0,0
ENSG00000236717,0,0,0,0,0,0,0,0
ENSG00000236718,0,0,0,0,0,0,0,0
ENSG00000236719,0,0,0,0,0,0,0,0
ENSG00000236720,0,0,0,0,0,0,0,0
ENSG00000236722,0,0,0,1,1,0,0,1
ENSG00000236723,23,64,41,66,55,81,68,67
ENSG00000236724,0,0,0,0,0,0,0,0
ENSG00000236727,0,0,0,0,0,0,0,0
ENSG00000236729,0,0,0,0,0,0,0,0
ENSG00000236731,0,0,0,0,0,0,0,0
ENSG00000236732,0,0,0,0,0,0,0,0
ENSG00000236733,0,0,0,0,0,0,0,0
ENSG00000236735,1,6,9,7,8,3,2,5
ENSG00000236736,0,0,0,0,0,0,0,0
ENSG00000236737,0,0,0,0,0,0,0,0
ENSG00000236739,0,0,2,1,0,0,1,0
ENSG00000236740,3,7,12,8,12,8,7,3
ENSG00000236741,0,0,1,0,0,0,0,0
ENSG00000236743,0,0,0,0,0,0,0,0
ENSG00000236744,0,0,0,0,0,0,0,0
ENSG00000236745,1,0,0,0,0,0,0,0
ENSG00000236746,0,0,0,0,0,0,0,0
ENSG00000236747,0,0,0,0,0,0,0,0
ENSG00000236748,0,0,0,0,0,0,0,0
ENSG00000236750,0,0,0,0,0,0,0,0
ENSG00000236751,0,0,0,0,0,0,0,0
ENSG00000236753,43,51,96,79,61,105,78,70
ENSG00000236754,3,10,18,14,19,6,4,10
ENSG00000236756,29,54,75,68,83,57,56,66
ENSG00000236758,0,0,0,0,0,0,0,0
ENSG00000236759,0,0,0,0,0,0,0,0
ENSG00000236760,3,3,2,1,2,3,3,2
ENSG00000236761,0,0,0,0,0,0,1,0
ENSG00000236762,0,0,0,0,0,0,1,0
ENSG00000236763,0,0,0,0,0,0,0,0
ENSG00000236764,0,0,0,0,0,0,0,0
ENSG00000236765,0,0,0,0,0,0,0,0
ENSG00000236766,0,0,0,0,0,0,0,0
ENSG00000236768,0,0,0,0,0,0,1,0
ENSG00000236769,0,0,0,0,0,0,0,0
ENSG00000236770,0,0,0,0,0,0,0,0
ENSG00000236771,0,0,0,0,0,0,0,0
ENSG00000236772,7,2,2,6,7,10,4,0
ENSG00000236773,0,1,0,3,0,1,0,2
ENSG00000236775,0,0,0,0,0,0,0,0
ENSG00000236776,0,0,0,0,0,0,0,0
ENSG00000236777,0,0,0,0,0,0,0,0
ENSG00000236778,249,639,809,924,486,823,655,595
ENSG00000236779,2,0,1,0,0,0,0,0
ENSG00000236780,0,4,2,5,2,3,1,5
ENSG00000236782,5,0,1,0,1,1,0,0
ENSG00000236783,0,0,0,0,2,0,0,0
ENSG00000236785,0,0,1,1,0,1,0,0
ENSG00000236786,0,0,0,0,0,0,0,0
ENSG00000236790,4,18,23,33,34,66,19,16
ENSG00000236791,0,0,0,0,0,0,0,0
ENSG00000236792,1,2,7,3,0,1,3,6
ENSG00000236794,1,4,6,10,5,7,8,12
ENSG00000236795,0,0,2,2,1,2,0,2
ENSG00000236796,6,6,13,29,30,14,21,14
ENSG00000236797,0,0,0,0,0,0,0,0
ENSG00000236798,0,0,0,0,0,0,0,0
ENSG00000236799,3,6,3,2,8,8,3,6
ENSG00000236800,0,0,0,0,0,0,0,0
ENSG00000236801,4,7,6,2,1,3,7,3
ENSG00000236802,0,0,0,0,0,0,0,0
ENSG00000236803,0,0,0,0,0,0,0,0
ENSG00000236804,16,44,43,47,61,32,29,31
ENSG00000236806,3,3,2,2,10,2,3,0
ENSG00000236807,1,0,0,1,1,0,0,2
ENSG00000236808,0,0,0,0,0,0,0,0
ENSG00000236809,1,13,9,7,6,11,7,23
ENSG00000236810,89,141,214,197,139,204,208,169
ENSG00000236811,1,0,0,0,0,0,0,0
ENSG00000236813,0,0,0,0,0,0,0,0
ENSG00000236814,7,21,21,30,14,22,22,23
ENSG00000236816,0,0,10,1,0,0,0,0
ENSG00000236817,0,0,0,0,0,0,0,0
ENSG00000236818,0,0,0,0,0,0,0,0
ENSG00000236819,0,0,0,0,0,0,0,0
ENSG00000236822,0,0,0,0,0,0,0,0
ENSG00000236823,0,0,0,0,0,0,0,0
ENSG00000236824,130,315,370,368,434,332,248,273
ENSG00000236825,0,0,0,0,0,0,0,0
ENSG00000236826,0,0,0,0,0,0,0,0
ENSG00000236827,0,0,0,0,0,0,0,0
ENSG00000236828,0,0,0,0,0,0,0,0
ENSG00000236829,54,47,78,70,42,91,71,85
ENSG00000236830,188,287,343,408,293,304,279,260
ENSG00000236831,0,0,0,0,0,0,0,0
ENSG00000236832,0,0,0,0,0,0,0,0
ENSG00000236833,12,1,48,32,46,26,25,14
ENSG00000236834,0,0,0,0,0,0,0,0
ENSG00000236835,0,0,0,0,0,0,0,0
ENSG00000236836,0,0,0,0,0,0,0,0
ENSG00000236837,0,0,0,0,0,0,0,0
ENSG00000236838,0,0,0,0,0,0,0,0
ENSG00000236839,0,0,0,0,0,0,0,3
ENSG00000236841,0,0,0,2,1,0,1,0
ENSG00000236842,0,0,0,0,0,0,0,0
ENSG00000236843,0,0,0,0,0,0,0,0
ENSG00000236844,3,7,14,16,8,14,8,12
ENSG00000236846,2,2,0,0,0,0,0,1
ENSG00000236847,0,0,0,0,0,0,1,0
ENSG00000236848,0,0,0,0,0,0,0,0
ENSG00000236849,0,0,7,0,0,0,1,3
ENSG00000236850,93,193,381,189,127,342,264,374
ENSG00000236851,0,0,0,0,0,0,0,0
ENSG00000236852,0,0,1,0,0,0,0,1
ENSG00000236853,6,1,0,0,1,0,0,0
ENSG00000236854,0,0,0,0,0,0,0,0
ENSG00000236856,0,0,0,0,0,0,0,0
ENSG00000236857,0,0,0,0,0,0,0,0
ENSG00000236858,0,0,0,0,0,0,0,0
ENSG00000236859,141,224,347,294,178,367,296,236
ENSG00000236860,0,0,0,0,0,0,0,0
ENSG00000236861,1,0,2,1,1,0,0,0
ENSG00000236862,0,0,0,0,0,0,0,0
ENSG00000236863,0,0,0,0,0,0,0,0
ENSG00000236864,0,0,0,0,0,0,0,0
ENSG00000236866,7,11,9,0,0,3,6,2
ENSG00000236867,0,0,0,1,0,0,0,0
ENSG00000236869,0,0,1,2,1,3,2,1
ENSG00000236870,0,0,0,0,0,0,0,0
ENSG00000236871,13,23,43,29,64,54,21,22
ENSG00000236872,0,0,1,1,0,0,0,0
ENSG00000236873,0,0,0,0,0,0,0,0
ENSG00000236874,0,0,0,0,0,0,0,0
ENSG00000236875,0,1,0,0,0,0,1,1
ENSG00000236876,3,0,1,2,0,4,0,0
ENSG00000236877,0,0,0,0,0,0,0,0
ENSG00000236878,0,0,0,0,0,0,0,0
ENSG00000236880,0,1,0,0,1,1,0,1
ENSG00000236881,0,0,0,0,0,0,0,0
ENSG00000236882,4,33,20,19,16,23,27,19
ENSG00000236883,0,0,0,0,0,0,0,0
ENSG00000236884,0,0,0,0,0,0,0,0
ENSG00000236885,0,0,0,0,0,0,0,0
ENSG00000236886,0,5,1,3,4,1,0,2
ENSG00000236887,0,0,0,0,0,0,0,0
ENSG00000236888,0,2,0,2,1,0,0,0
ENSG00000236889,0,0,0,0,0,0,0,0
ENSG00000236890,0,1,0,0,0,0,0,0
ENSG00000236892,0,0,0,0,0,0,0,0
ENSG00000236893,0,0,0,0,0,0,0,0
ENSG00000236894,1,0,0,0,0,0,0,0
ENSG00000236895,0,0,0,0,0,0,0,0
ENSG00000236896,0,1,0,1,0,0,0,0
ENSG00000236897,0,0,0,0,0,0,0,0
ENSG00000236898,0,0,0,0,0,0,0,0
ENSG00000236900,0,0,0,0,0,0,0,0
ENSG00000236901,327,695,783,1000,715,837,574,640
ENSG00000236902,0,0,0,0,0,0,0,0
ENSG00000236903,0,0,0,0,0,0,0,0
ENSG00000236905,0,2,0,0,1,5,4,1
ENSG00000236907,0,0,0,0,0,0,0,0
ENSG00000236908,0,0,0,1,0,0,1,1
ENSG00000236909,0,0,0,0,0,0,0,0
ENSG00000236910,0,0,0,0,0,0,0,0
ENSG00000236911,0,0,0,0,0,0,0,0
ENSG00000236912,0,0,0,0,0,0,0,0
ENSG00000236913,0,0,0,0,0,0,0,0
ENSG00000236914,0,0,0,0,1,0,0,0
ENSG00000236915,0,20,8,13,5,3,5,4
ENSG00000236917,0,0,0,0,0,0,0,0
ENSG00000236918,0,0,0,0,0,0,0,0
ENSG00000236919,0,0,0,0,0,0,0,0
ENSG00000236920,0,0,0,0,0,0,0,0
ENSG00000236921,0,0,0,0,0,0,0,0
ENSG00000236922,0,1,2,3,0,1,0,0
ENSG00000236924,0,0,0,0,0,0,0,0
ENSG00000236925,0,0,0,0,0,0,0,0
ENSG00000236926,0,0,0,0,0,0,0,0
ENSG00000236927,0,0,0,0,0,0,0,0
ENSG00000236928,4,11,17,15,20,5,12,10
ENSG00000236929,0,0,1,0,0,0,0,1
ENSG00000236930,7,10,11,25,34,12,10,11
ENSG00000236932,0,0,0,0,0,0,0,0
ENSG00000236934,0,0,0,0,0,0,0,0
ENSG00000236935,12,28,94,31,50,58,51,50
ENSG00000236936,1,1,0,0,1,0,0,1
ENSG00000236937,0,0,1,0,0,0,0,2
ENSG00000236938,0,0,0,0,0,0,0,0
ENSG00000236939,0,0,0,0,0,0,0,0
ENSG00000236940,0,0,0,0,0,0,0,0
ENSG00000236941,0,0,0,0,0,0,0,0
ENSG00000236942,0,0,0,0,0,0,0,0
ENSG00000236944,0,0,0,0,0,0,0,0
ENSG00000236946,20,41,65,64,64,85,28,18
ENSG00000236947,5,4,2,1,5,7,3,1
ENSG00000236948,1,1,5,0,4,5,1,0
ENSG00000236949,0,0,0,0,0,0,0,0
ENSG00000236950,0,0,0,0,0,0,0,0
ENSG00000236951,0,1,0,0,0,1,0,0
ENSG00000236953,2,15,7,5,35,9,4,7
ENSG00000236956,0,0,0,0,0,0,0,0
ENSG00000236957,0,0,0,0,0,0,0,0
ENSG00000236958,0,0,0,0,0,0,0,0
ENSG00000236959,0,0,0,0,0,0,0,0
ENSG00000236960,0,0,0,0,0,0,0,0
ENSG00000236961,0,0,0,0,0,0,0,0
ENSG00000236963,0,0,0,0,0,0,0,0
ENSG00000236965,6,1,18,36,3,1,0,6
ENSG00000236966,0,0,0,1,3,1,5,1
ENSG00000236967,0,0,0,0,0,0,0,0
ENSG00000236968,2,0,0,0,0,0,0,0
ENSG00000236969,0,0,0,0,0,0,0,0
ENSG00000236971,0,0,0,0,0,0,0,0
ENSG00000236972,0,0,0,0,0,1,0,0
ENSG00000236973,0,0,0,0,0,0,0,0
ENSG00000236975,1,0,0,0,1,4,0,0
ENSG00000236976,0,1,0,0,1,0,0,0
ENSG00000236977,246,982,1453,1151,2029,644,614,636
ENSG00000236978,0,0,0,0,0,0,0,0
ENSG00000236979,0,0,0,0,0,0,0,0
ENSG00000236980,0,0,0,0,0,0,0,0
ENSG00000236981,0,0,0,0,0,0,0,0
ENSG00000236982,0,0,2,0,2,0,2,0
ENSG00000236983,12,24,37,43,25,28,14,15
ENSG00000236985,0,0,0,0,0,0,0,0
ENSG00000236986,3,0,1,2,6,1,0,1
ENSG00000236987,0,0,0,0,0,0,0,0
ENSG00000236988,4,12,29,28,31,16,7,18
ENSG00000236989,0,3,6,1,4,0,2,2
ENSG00000236990,1,0,0,0,2,0,2,0
ENSG00000236991,12,0,3,2,1,4,1,0
ENSG00000236992,0,3,1,1,0,1,2,1
ENSG00000236993,0,1,0,0,1,0,0,0
ENSG00000236994,0,0,0,1,0,0,0,0
ENSG00000236996,0,0,0,0,1,0,0,0
ENSG00000236998,0,0,0,0,0,0,0,0
ENSG00000236999,0,0,0,0,0,0,0,0
ENSG00000237000,0,0,0,0,0,0,0,0
ENSG00000237001,0,1,1,1,0,2,0,1
ENSG00000237002,0,0,0,0,0,0,0,0
ENSG00000237003,1,1,1,11,8,1,7,4
ENSG00000237004,1,0,0,0,0,0,0,0
ENSG00000237005,0,0,0,0,0,0,0,0
ENSG00000237006,0,0,0,0,0,0,0,0
ENSG00000237007,3,9,14,14,22,10,13,7
ENSG00000237008,0,0,0,0,0,0,0,0
ENSG00000237009,0,0,0,0,0,0,0,0
ENSG00000237010,0,0,0,0,0,0,0,0
ENSG00000237011,0,0,0,0,0,0,0,0
ENSG00000237012,0,0,0,0,0,0,0,0
ENSG00000237013,0,1,0,0,0,0,0,0
ENSG00000237014,0,0,0,0,0,0,0,0
ENSG00000237015,0,0,0,0,1,0,0,0
ENSG00000237016,0,0,0,0,0,0,0,0
ENSG00000237017,42,17,24,16,30,12,28,26
ENSG00000237019,0,0,1,0,0,0,0,0
ENSG00000237020,0,0,0,0,0,0,0,0
ENSG00000237021,143,53,42,30,17,34,38,31
ENSG00000237022,0,0,0,0,0,0,0,0
ENSG00000237023,0,0,0,0,2,0,0,0
ENSG00000237024,0,0,0,0,0,0,0,0
ENSG00000237025,0,0,0,0,0,0,0,0
ENSG00000237026,0,0,1,1,0,2,0,0
ENSG00000237027,0,0,0,0,0,1,0,0
ENSG00000237031,0,0,0,0,0,0,0,0
ENSG00000237032,1,0,1,0,0,0,0,0
ENSG00000237033,0,0,0,0,0,0,0,0
ENSG00000237034,0,0,0,0,0,0,0,0
ENSG00000237035,0,0,0,0,0,0,0,0
ENSG00000237036,104,157,221,213,118,225,167,154
ENSG00000237037,126,209,365,385,385,437,337,342
ENSG00000237038,0,0,0,0,0,0,0,0
ENSG00000237039,14,8,4,8,5,13,10,3
ENSG00000237040,0,0,0,1,0,2,0,0
ENSG00000237041,0,0,0,0,0,0,0,0
ENSG00000237042,0,0,0,0,0,0,0,0
ENSG00000237043,0,0,0,0,0,0,0,0
ENSG00000237046,0,0,0,0,0,0,0,0
ENSG00000237048,0,0,0,0,0,0,0,0
ENSG00000237049,0,0,0,3,1,0,1,0
ENSG00000237050,0,0,0,0,0,0,0,0
ENSG00000237051,0,0,0,0,0,0,0,0
ENSG00000237052,0,0,0,0,0,0,0,0
ENSG00000237053,0,1,0,0,0,0,0,0
ENSG00000237054,42,9,8,9,2,1,5,9
ENSG00000237055,0,0,0,0,0,0,0,0
ENSG00000237056,0,0,0,0,0,0,0,0
ENSG00000237057,8,18,23,24,16,13,17,14
ENSG00000237058,0,0,0,0,0,0,0,0
ENSG00000237061,0,0,0,0,0,0,0,0
ENSG00000237062,0,0,0,0,0,0,0,0
ENSG00000237063,1,4,4,1,4,6,1,7
ENSG00000237064,0,0,0,0,0,0,0,0
ENSG00000237065,0,2,2,0,4,2,2,0
ENSG00000237068,0,0,0,0,0,0,0,0
ENSG00000237069,0,0,0,0,0,0,0,0
ENSG00000237070,0,0,0,0,0,0,0,0
ENSG00000237071,0,0,0,0,0,0,0,0
ENSG00000237072,0,0,0,0,0,0,0,0
ENSG00000237073,0,0,2,1,2,0,2,5
ENSG00000237074,0,0,0,0,0,0,0,0
ENSG00000237076,0,0,0,0,0,0,0,0
ENSG00000237077,0,0,0,0,0,0,0,0
ENSG00000237080,11,0,0,0,0,0,0,0
ENSG00000237082,9,16,15,32,16,31,25,10
ENSG00000237083,0,0,0,0,0,0,0,0
ENSG00000237085,0,0,5,3,0,1,1,1
ENSG00000237087,0,0,0,0,0,0,0,0
ENSG00000237088,0,0,0,0,0,0,0,0
ENSG00000237089,0,0,0,0,0,0,0,0
ENSG00000237090,0,0,0,0,0,1,0,0
ENSG00000237092,0,0,0,0,0,0,0,0
ENSG00000237093,0,0,0,0,0,0,0,0
ENSG00000237094,74,199,207,275,394,225,214,175
ENSG00000237095,0,0,0,0,0,0,0,0
ENSG00000237098,0,0,0,0,0,0,0,0
ENSG00000237099,0,0,0,0,0,0,0,0
ENSG00000237100,0,0,0,0,0,0,0,0
ENSG00000237101,1,3,5,4,4,5,9,1
ENSG00000237103,0,0,0,0,0,0,0,0
ENSG00000237104,0,0,0,0,0,0,0,0
ENSG00000237105,0,0,0,0,0,0,0,0
ENSG00000237106,0,0,0,0,0,0,0,0
ENSG00000237107,0,0,0,0,0,0,0,0
ENSG00000237108,0,0,0,0,0,0,0,0
ENSG00000237109,0,0,0,0,0,0,0,0
ENSG00000237110,0,0,0,0,0,0,0,0
ENSG00000237111,0,4,2,11,1,4,1,0
ENSG00000237112,0,0,0,0,0,0,0,0
ENSG00000237114,0,0,0,0,0,0,0,0
ENSG00000237115,0,0,0,0,0,0,0,0
ENSG00000237118,8,10,4,3,5,5,17,5
ENSG00000237119,0,0,0,0,0,0,0,0
ENSG00000237120,0,0,0,0,0,0,0,0
ENSG00000237121,0,0,0,0,1,0,0,0
ENSG00000237122,0,0,0,0,0,0,0,0
ENSG00000237123,0,0,0,0,0,0,0,0
ENSG00000237124,0,0,0,0,0,0,0,0
ENSG00000237125,6,18,15,21,30,19,12,19
